Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,30-35,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,35-40,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,40-45,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,45-50,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,50-55,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,55-60,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,60-65,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,65-70,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,70-75,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,75-80,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,80-85,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,35-40,,,85-90,,,,,,0.0,shopify,10,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,30-35,,,,,,0.0,shopify,1,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,35-40,,,,,,0.0,shopify,1,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,40-45,,,,,,0.0,shopify,1,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,45-50,,,,,,0.0,shopify,1,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,50-55,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,55-60,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,60-65,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,65-70,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,70-75,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,75-80,,,,,,0.0,shopify,1,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,80-85,,,,,,0.0,shopify,1,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-floor-hatch-with-electric-lifting-system-made-to-measure-steel-floor-access-door-with-remote-controlled-opener-copy,,,,,,,,,40-45,,,85-90,,,,,,0.0,shopify,1,continue,manual,3900.00,1.00,true,true,,,,,,,,,,,,,kg,,,
electric-lift-system-for-hatch-with-long-side-hinges,Electric Lift System for Hatch with Long-Side Hinges,<p></p>,Ferrum Decor Studio,Uncategorized,"","",true,Electric Lift System,Electric Lift System for Hatch with Long-Side Hinges,,,,,,,,,0.0,shopify,10,deny,manual,1400.00,,true,true,,,,,"",,,,false,,,,kg,,,active
electric-lift-system-for-hatch-with-long-side-hinges,,,,,,,,,Electric Lift System for Hatch with Short-Side Hinges,,,,,,,,,0.0,shopify,10,deny,manual,900.00,,true,true,,,,,"",,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,Handcrafted Steel Floor Hatch,"<p>Custom Steel Floor Hatches – Tailored to Your Needs  </p>
<p>Our steel floor hatches are fully customizable to ensure a perfect fit and seamless integration into your space. Personalize your hatch with the following options:  </p>
<p>- Precise Dimensions: Designed to match your exact opening size.  <br>- Hinge Placement: Choose hinges on the short or long side.  <br>- Flush or Lip Design: Select a flush finish or a 2-inch lip to cover the surrounding surface.  <br>- Custom Color: Pick a color that complements your style.  <br>- Weight &amp; Thickness: Specify estimated weight and thickness for tiling or additional coverings.  <br>- Optional Border: Add an overall border and define the required depth.  </p>
<p>Crafted for durability, functionality, and style, our hatches are ideal for any residential, commercial, or industrial application.</p>
<p><span style=""font-size: 0.875rem;"">HOW TO PLACE THE ORDER:</span></p>
<ol>
<li><span>Round up your opening dimensions to the nearest odd numbers and pick them from size options in the listing ( that is only for fair pricing and making payment )</span></li>
<li>
<span>Provide your exact specs by filling </span>personalization slot</li>
<li>Place an order</li>
</ol>
<p><span>HOW TO PICK THE COLOR:<br>- You can pick any color from any collection by following this link: neokem.eu/en/color-charts.<br><br>ETA ( FLOOR HATCHES )<br>- Making shop drawing: 3-5 days<br>- Fabrication: 3 weeks<br>- Shipping: 5-10 days<br></span></p>",FerrumDecorStudio,Home & Garden,hardware,"Custom Ventilated Steel Floor Hatch, Customized Ventilated Floor Access Hatch, Personalized Ventilated Floor Hatch in Steel, Sample Product, Specialized Steel Floor Vent Hatch, Steel Access Panel for Floors, Steel Floor Hatch",true,Openning width (INCH),25-30,,Openning length (INCH),30-35,,,,,,0.0,shopify,10,continue,manual,1940.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/cc3b8f272539f97ba4838b94d0529f85.jpg?v=1770388088,1,"",false,Handcrafted Steel Floor Hatch ,,,kg,,,active
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,35-40,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/63267c57ef7d54caadfde58e64e9b3bc_4be19c4c-bc26-4d74-9ca6-3ec1e878b970.jpg?v=1770388088,2,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,40-45,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/d24122269cddadf29132562c90dc0c3f.jpg?v=1770388087,3,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,45-50,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/f01bfc09d7d8aa72687b350ab79e1514.jpg?v=1770388088,4,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,50-55,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/d1dd5f1a57d5eb809ac39006d272a786.jpg?v=1770388088,5,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,55-60,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/12373cba80f123bda94476c9aac42cc9.jpg?v=1770388088,6,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,60-65,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/51ba1c6f2205a216cc34d69c0330d907.jpg?v=1770388088,7,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,65-70,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/7b109f486567849350828cc5b68b1fd1.jpg?v=1770388088,8,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,70-75,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/861c00fa073ba422e83708e55fad63ea.jpg?v=1770388088,9,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,75-80,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/049945740c02895dab0ecfe580da6c41.jpg?v=1770388089,10,"",,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,80-85,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,25-30,,,85-90,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,30-35,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,35-40,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,40-45,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,45-50,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,50-55,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,55-60,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,60-65,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,65-70,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,70-75,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,75-80,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,80-85,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,30-35,,,85-90,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,30-35,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,35-40,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,40-45,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,45-50,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,50-55,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,55-60,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,60-65,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,65-70,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,70-75,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,75-80,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,80-85,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,35-40,,,85-90,,,,,,0.0,shopify,10,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,30-35,,,,,,0.0,shopify,1,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,35-40,,,,,,0.0,shopify,1,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,40-45,,,,,,0.0,shopify,1,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,45-50,,,,,,0.0,shopify,1,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,50-55,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,55-60,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,60-65,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,65-70,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,70-75,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,75-80,,,,,,0.0,shopify,1,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,80-85,,,,,,0.0,shopify,1,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-steel-floor-hatch-made-to-measure-ferrum-decor-studio,,,,,,,,,40-45,,,85-90,,,,,,0.0,shopify,1,continue,manual,3900.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,Handcrafted Steel Floor Hatch,"<p>Custom Steel Floor Hatches – Tailored to Your Needs  </p>
<p>Our steel floor hatches are fully customizable to ensure a perfect fit and seamless integration into your space. Personalize your hatch with the following options:  </p>
<p>- Precise Dimensions: Designed to match your exact opening size.  <br>- Hinge Placement: Choose hinges on the short or long side.  <br>- Flush or Lip Design: Select a flush finish or a 2-inch lip to cover the surrounding surface.  <br>- Custom Color: Pick a color that complements your style.  <br>- Weight &amp; Thickness: Specify estimated weight and thickness for tiling or additional coverings.  <br>- Optional Border: Add an overall border and define the required depth.  </p>
<p>Crafted for durability, functionality, and style, our hatches are ideal for any residential, commercial, or industrial application.</p>
<p><span style=""font-size: 0.875rem;"">HOW TO PLACE THE ORDER:</span></p>
<ol>
<li><span>Round up your opening dimensions to the nearest odd numbers and pick them from size options in the listing ( that is only for fair pricing and making payment )</span></li>
<li>
<span>Provide your exact specs by filling </span>personalization slot</li>
<li>Place an order</li>
</ol>
<p><span>HOW TO PICK THE COLOR:<br>- You can pick any color from any collection by following this link: neokem.eu/en/color-charts.<br><br>ETA ( FLOOR HATCHES )<br>- Making shop drawing: 3-5 days<br>- Fabrication: 3 weeks<br>- Shipping: 5-10 days<br></span></p>",FerrumDecorStudio,Home & Garden,hardware,"Custom Ventilated Steel Floor Hatch, Customized Ventilated Floor Access Hatch, Personalized Ventilated Floor Hatch in Steel, Sample Product, Specialized Steel Floor Vent Hatch, Steel Access Panel for Floors, Steel Floor Hatch",true,Openning width (INCH),25-30,,Openning length (INCH),30-35,,,,,,0.0,shopify,10,continue,manual,1940.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/fgbdfd.jpg?v=1770388183,1,"",false,Bespoke Floor Hatch with Electric lifting system - Ferrum decor studio,,,kg,,,active
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,35-40,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/fdgdfhdh.jpg?v=1770388182,2,"",,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,40-45,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/gsdfgggg.jpg?v=1770388182,3,"",,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,45-50,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/vcncvncb.jpg?v=1770388182,4,"",,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,50-55,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dfhbdxfhxf.jpg?v=1770388182,5,"",,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,55-60,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdgsdgsd.jpg?v=1770388182,6,"",,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,60-65,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdfgdfsgsdg.jpg?v=1770388182,7,"",,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,65-70,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sgbfsgbfsgb.jpg?v=1770388182,8,"",,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,70-75,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,75-80,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,80-85,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,25-30,,,85-90,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,30-35,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,35-40,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,40-45,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,45-50,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,50-55,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,55-60,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,60-65,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,65-70,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,70-75,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,75-80,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,80-85,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
customized-steel-floor-hatch-unique-steel-floor-access-door-bespoke-design-tailored-to-your-space-copy-1,,,,,,,,,30-35,,,85-90,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
